ENST00000450305	DDX11L1
ENST00000374763	RAP1GAP
ENST00000374761	RAP1GAP
ENST00000374765	RAP1GAP
ENST00000542643	RAP1GAP
ENST00000495204	RAP1GAP
ENST00000400301	USP48
ENST00000308271	USP48
ENST00000374732	USP48
ENST00000529637	USP48
ENST00000421625	USP48
ENST00000434488	AL590103.1
ENST00000344642	LDLRAD2
ENST00000543870	LDLRAD2
ENST00000374695	HSPG2
ENST00000423231	AL590556.1
ENST00000636906	AL590556.2
ENST00000337107	CELA3B
ENST00000290122	CELA3A
ENST00000374663	CELA3A
ENST00000635097	LINC01635
ENST00000642137	LINC00339
ENST00000400259	CDC42
ENST00000344548	CDC42
ENST00000315554	CDC42
ENST00000604049	AL031281.1
ENST00000606754	AL031281.2
ENST00000290167	WNT4
ENST00000581169	MIR4418
ENST00000487348	AL591122.1
ENST00000404138	ZBTB40
ENST00000374651	ZBTB40
ENST00000375647	ZBTB40
ENST00000374644	EPHA8
ENST00000166244	EPHA8
ENST00000374642	C1QA
ENST00000402322	C1QA
ENST00000374640	C1QC
ENST00000374639	C1QC
ENST00000374637	C1QC
ENST00000509305	C1QB
ENST00000314933	C1QB
ENST00000544305	EPHB2
ENST00000374630	EPHB2
ENST00000400191	EPHB2
ENST00000374632	EPHB2
ENST00000374627	EPHB2
ENST00000581646	MIR4684
ENST00000401338	AL611946.1
ENST00000581187	MIR4253
ENST00000426928	LACTBL1
ENST00000618559	LACTBL1
ENST00000566855	TEX46
ENST00000622840	TEX46
ENST00000356634	KDM1A
ENST00000400181	KDM1A
ENST00000577915	MIR3115
ENST00000583845	MIR4419A
ENST00000418342	LUZP1
ENST00000302291	LUZP1
ENST00000314174	LUZP1
ENST00000450968	AL161672.1
ENST00000374619	HTR1D
ENST00000442089	AL109936.1
ENST00000566551	LINC01355
ENST00000604481	LINC01355
ENST00000641772	AL109936.8
ENST00000478691	HNRNPR
ENST00000374616	HNRNPR
ENST00000374612	HNRNPR
ENST00000302271	HNRNPR
ENST00000606561	HNRNPR
ENST00000427764	HNRNPR
ENST00000314011	ZNF436
ENST00000374608	ZNF436
ENST00000605350	AL109936.2
ENST00000450454	TCEA3
ENST00000374601	TCEA3
ENST00000461794	TCEA3
ENST00000445848	AL357134.1
ENST00000495646	ASAP3
ENST00000336689	ASAP3
ENST00000618240	ASAP3
ENST00000437606	ASAP3
ENST00000361729	E2F2
ENST00000451217	AL021154.1
ENST00000374561	ID3
ENST00000374555	MDS2
ENST00000612756	MDS2
ENST00000451300	AL451000.1
ENST00000374550	RPL11
ENST00000418390	ELOA
ENST00000613537	ELOA
ENST00000609199	ELOA
ENST00000246151	PITHD1
ENST00000374524	PITHD1
ENST00000374514	LYPLA2
ENST00000374505	LYPLA2
ENST00000374503	LYPLA2
ENST00000374502	LYPLA2
ENST00000374501	LYPLA2
ENST00000617979	GALE
ENST00000374497	GALE
ENST00000374490	HMGCL
ENST00000436439	HMGCL
ENST00000374479	FUCA1
ENST00000374472	CNR2
ENST00000412176	BTBD6P1
ENST00000578143	MIR378F
ENST00000421430	AL590609.2
ENST00000334351	PNRC2
ENST00000374468	PNRC2
ENST00000579103	PNRC2
ENST00000344989	SRSF10
ENST00000453840	SRSF10
ENST00000484146	SRSF10
ENST00000374452	SRSF10
ENST00000374453	SRSF10
ENST00000343255	SRSF10
ENST00000492112	SRSF10
ENST00000442164	AL590609.1
ENST00000338909	MYOM3
ENST00000374434	MYOM3
ENST00000270800	IL22RA1
ENST00000327535	IFNLR1
ENST00000327575	IFNLR1
ENST00000374421	IFNLR1
ENST00000374419	IFNLR1
ENST00000374418	IFNLR1
ENST00000439059	AL590683.1
ENST00000408105	AL590683.1
ENST00000584309	AL590683.2
ENST00000361548	GRHL3
ENST00000350501	GRHL3
ENST00000356046	GRHL3
ENST00000236255	GRHL3
ENST00000374409	STPG1
ENST00000337248	STPG1
ENST00000003583	STPG1
ENST00000374399	NIPAL3
ENST00000003912	NIPAL3
ENST00000358028	NIPAL3
ENST00000339255	NIPAL3
ENST00000618490	RCAN3
ENST00000538532	RCAN3
ENST00000436717	RCAN3
ENST00000616511	RCAN3
ENST00000374395	RCAN3
ENST00000425530	RCAN3
ENST00000610732	RCAN3
ENST00000412742	RCAN3
ENST00000630217	RCAN3
ENST00000374393	RCAN3
ENST00000577528	AL445686.2
ENST00000374392	NCMAP
ENST00000443086	AL445686.1
ENST00000323848	SRRM1
ENST00000374389	SRRM1
ENST00000447431	SRRM1
ENST00000641176	AL445648.1
ENST00000374379	CLIC4
ENST00000399916	RUNX3
ENST00000308873	RUNX3
ENST00000338888	RUNX3
ENST00000568143	AL445471.2
ENST00000580572	MIR4425
ENST00000424084	AL050344.1
ENST00000429666	AL050344.1
ENST00000413189	AL121994.1
ENST00000236273	SYF2
ENST00000354361	SYF2
ENST00000641059	AL031432.5
ENST00000243189	RSRP1
ENST00000431849	RSRP1
ENST00000607698	AL031432.3
ENST00000566714	AL031432.2
ENST00000328664	RHD
ENST00000622561	RHD
ENST00000454452	RHD
ENST00000417538	RHD
ENST00000357542	RHD
ENST00000568195	RHD
ENST00000342055	RHD
ENST00000423810	RHD
ENST00000414693	SDHDP6
ENST00000570165	AL928711.1
ENST00000374358	TMEM50A
ENST00000294413	RHCE
ENST00000340849	RHCE
ENST00000349320	RHCE
ENST00000346452	RHCE
ENST00000349438	RHCE
ENST00000413854	RHCE
ENST00000419297	AL031284.1
ENST00000577655	AL031284.1
ENST00000399766	TMEM57
ENST00000374343	TMEM57
ENST00000374338	LDLRAP1
ENST00000412797	AL606491.1
ENST00000611903	MAN1C1
ENST00000374332	MAN1C1
ENST00000263979	MAN1C1
ENST00000374329	MAN1C1
ENST00000354177	SELENON
ENST00000361547	SELENON
ENST00000374315	SELENON
ENST00000630065	SELENON
ENST00000527604	AL020996.2
ENST00000374303	MTFR1L
ENST00000474295	MTFR1L
ENST00000526894	MTFR1L
ENST00000524618	MTFR1L
ENST00000374307	MTFR1L
ENST00000374301	MTFR1L
ENST00000374300	MTFR1L
ENST00000466284	MTFR1L
ENST00000538789	AUNIP
ENST00000374298	AUNIP
ENST00000374296	PAQR7
ENST00000426559	STMN1
ENST00000455785	STMN1
ENST00000399728	STMN1
ENST00000357865	STMN1
ENST00000374291	STMN1
ENST00000440710	SNRPFP2
ENST00000453780	AL033528.1
ENST00000580971	MIR3917
ENST00000584862	AL033528.1
ENST00000374282	PAFAH2
ENST00000374284	PAFAH2
ENST00000374280	EXTL1
ENST00000374278	SLC30A2
ENST00000374276	SLC30A2
ENST00000374272	TRIM63
ENST00000581535	AL391650.1
ENST00000619836	PDIK1L
ENST00000374271	PDIK1L
ENST00000374269	PDIK1L
ENST00000374268	FAM110D
ENST00000634842	C1orf232
ENST00000635463	C1orf232
ENST00000448923	AL391650.1
ENST00000433939	AL391650.1
ENST00000374266	ZNF593
ENST00000270812	ZNF593
ENST00000361530	CNKSR1
ENST00000374253	CNKSR1
ENST00000531191	CNKSR1
ENST00000456354	CATSPER4
ENST00000428812	AL355877.1
ENST00000622820	AL355877.3
ENST00000451429	CEP85
ENST00000252992	CEP85
ENST00000640292	CEP85
ENST00000603670	AL355877.2
ENST00000270792	SH3BGRL3
ENST00000319041	SH3BGRL3
ENST00000314675	UBXN11
ENST00000374223	UBXN11
ENST00000357089	UBXN11
ENST00000374221	UBXN11
ENST00000374217	UBXN11
ENST00000374222	UBXN11
ENST00000374213	CD52
ENST00000527815	CRYBG2
ENST00000308182	CRYBG2
ENST00000434718	AL451139.1
ENST00000403843	ZNF683
ENST00000436292	ZNF683
ENST00000349618	ZNF683
ENST00000326279	LIN28A
ENST00000254231	LIN28A
ENST00000427245	DHDDS
ENST00000525682	DHDDS
ENST00000236342	DHDDS
ENST00000526219	DHDDS
ENST00000374185	DHDDS
ENST00000360009	DHDDS
ENST00000446498	AL513365.1
ENST00000619352	HMGN2
ENST00000361427	HMGN2
ENST00000418220	DPPA2P2
ENST00000374168	RPS6KA1
ENST00000374166	RPS6KA1
ENST00000526792	RPS6KA1
ENST00000530003	RPS6KA1
ENST00000531382	RPS6KA1
ENST00000459548	MIR1976
ENST00000428860	AL627313.1
ENST00000443847	AL627082.1
ENST00000430799	ARID1A
ENST00000324856	ARID1A
ENST00000457599	ARID1A
ENST00000374152	ARID1A
ENST00000615191	ARID1A
ENST00000078527	PIGV
ENST00000374145	PIGV
ENST00000374142	ZDHHC18
ENST00000339276	SFN
ENST00000374135	GPN2
ENST00000374133	GPN2
ENST00000361720	GPATCH3
ENST00000321265	NUDC
ENST00000254227	NR0B2
ENST00000320567	KDF1
ENST00000616918	KDF1
ENST00000310055	RPL12P13
ENST00000455684	AL356390.1
ENST00000437956	OSTCP2
ENST00000522111	TRNP1
ENST00000289166	FAM46B
ENST00000263980	SLC9A1
ENST00000374086	SLC9A1
ENST00000457038	AL590640.2
ENST00000446783	CHCHD3P3
ENST00000449818	NPM1P39
ENST00000438350	SNRPEP7
ENST00000319394	WDTC1
ENST00000361771	WDTC1
ENST00000428741	FO393419.3
ENST00000611517	TMEM222
ENST00000374076	TMEM222
ENST00000608611	TMEM222
ENST00000466759	TMEM222
ENST00000464813	TMEM222
ENST00000486001	ACTG1P20
ENST00000618673	SYTL1
ENST00000318074	SYTL1
ENST00000616558	SYTL1
ENST00000543823	SYTL1
ENST00000374040	MAP3K6
ENST00000493901	MAP3K6
ENST00000357582	MAP3K6
ENST00000270879	FCN3
ENST00000354982	FCN3
ENST00000374027	CD164L2
ENST00000374030	CD164L2
ENST00000443746	FO393419.1
ENST00000374024	GPR3
ENST00000618852	WASF2
ENST00000536657	WASF2
ENST00000492975	FO393419.2
ENST00000247087	AHDC1
ENST00000374011	AHDC1
ENST00000374005	FGR
ENST00000399173	FGR
ENST00000374004	FGR
ENST00000433132	AL031729.1
ENST00000440492	AL445490.2
ENST00000361157	IFI6
ENST00000339145	IFI6
ENST00000362020	IFI6
ENST00000445563	CHMP1AP1
ENST00000373954	FAM76A
ENST00000419687	FAM76A
ENST00000530324	FAM76A
ENST00000234549	FAM76A
ENST00000373949	FAM76A
ENST00000010299	FAM76A
ENST00000446554	AL020997.1
ENST00000425462	RPEP3
ENST00000373943	STX12
ENST00000311772	PPP1R8
ENST00000236412	PPP1R8
ENST00000373931	PPP1R8
ENST00000601459	AL109927.1
ENST00000328928	THEMIS2
ENST00000373925	THEMIS2
ENST00000373927	THEMIS2
ENST00000373921	THEMIS2
ENST00000373912	RPA2
ENST00000373909	RPA2
ENST00000313433	RPA2
ENST00000373894	SMPDL3B
ENST00000373888	SMPDL3B
ENST00000549094	SMPDL3B
ENST00000373884	XKR8
ENST00000373871	EYA3
ENST00000436342	EYA3
ENST00000540618	EYA3
ENST00000373864	EYA3
ENST00000373863	EYA3
ENST00000426041	AL512288.2
ENST00000436160	SPCS2P4
ENST00000443484	AL137792.2
ENST00000399029	AL137792.1
ENST00000373857	PTAFR
ENST00000539896	PTAFR
ENST00000305392	PTAFR
ENST00000263697	DNAJC8
ENST00000321830	AL353354.1
ENST00000596102	AL353354.2
ENST00000497986	ATPIF1
ENST00000335514	ATPIF1
ENST00000468425	ATPIF1
ENST00000465645	ATPIF1
ENST00000605846	AL353622.2
ENST00000253063	SESN2
ENST00000373842	MED18
ENST00000398997	MED18
ENST00000373839	PHACTR4
ENST00000373836	PHACTR4
ENST00000438601	CR391992.1
ENST00000398958	RCC1
ENST00000373833	RCC1
ENST00000373832	RCC1
ENST00000373831	RCC1
ENST00000447051	PRDX3P2
ENST00000373830	TRNAU1AP
ENST00000373824	TAF12
ENST00000263974	TAF12
ENST00000373826	RAB42
ENST00000465518	RAB42
ENST00000420776	LINC01715
ENST00000427804	LINC01715
ENST00000602813	AL360012.1
ENST00000373816	GMEB1
ENST00000361872	GMEB1
ENST00000294409	GMEB1
ENST00000542507	YTHDF2
ENST00000373812	YTHDF2
ENST00000541996	YTHDF2
ENST00000621425	OPRD1
ENST00000234961	OPRD1
ENST00000443593	RP1-212P9.2
ENST00000343067	EPB41
ENST00000356093	EPB41
ENST00000373800	EPB41
ENST00000349460	EPB41
ENST00000347529	EPB41
ENST00000373798	EPB41
ENST00000373797	EPB41
ENST00000425821	AL138785.1
ENST00000521452	TMEM200B
ENST00000420504	TMEM200B
ENST00000413004	AL357500.1
ENST00000373795	SRSF4
ENST00000373791	MECR
ENST00000263702	MECR
ENST00000345512	PTPRU
ENST00000373779	PTPRU
ENST00000428026	PTPRU
ENST00000460170	PTPRU
ENST00000408623	AL645859.1
ENST00000417651	LINC01756
ENST00000580128	AL139151.1
ENST00000515851	AL671862.1
ENST00000408199	AC092265.1
ENST00000422638	AC092265.1
ENST00000641702	AL645944.2
ENST00000410855	AL645944.1
ENST00000603857	AL645944.1
ENST00000445180	LINC01648
ENST00000441046	AL137076.1
ENST00000442774	AL021921.1
ENST00000427319	AL161638.2
ENST00000420354	AL161638.1
ENST00000373765	MATN1
ENST00000294507	LAPTM5
ENST00000583944	MIR4420
ENST00000440358	AL137027.1
ENST00000635288	LINC01778
ENST00000336798	SDC3
ENST00000339394	SDC3
ENST00000424085	PUM1
ENST00000257075	PUM1
ENST00000373747	PUM1
ENST00000426105	PUM1
ENST00000440538	PUM1
ENST00000373741	PUM1
ENST00000373742	PUM1
ENST00000417263	AL356320.2
ENST00000429616	AL356320.1
ENST00000322792	SELENOWP1
ENST00000441274	AC114495.1
ENST00000373736	NKAIN1
ENST00000263694	SNRNP40
ENST00000373720	SNRNP40
ENST00000452686	AC114495.2
ENST00000618216	ZCCHC17
ENST00000546109	ZCCHC17
ENST00000616393	ZCCHC17
ENST00000616859	ZCCHC17
ENST00000615916	ZCCHC17
ENST00000344147	ZCCHC17
ENST00000373714	ZCCHC17
ENST00000627541	ZCCHC17
ENST00000373713	FABP3
ENST00000373710	SERINC2
ENST00000536859	SERINC2
ENST00000373709	SERINC2
ENST00000536384	SERINC2
ENST00000596131	AC114494.1
ENST00000401075	AC209007.1
ENST00000418618	RP11-439L8.3
ENST00000457433	TINAGL1
ENST00000271064	TINAGL1
ENST00000537531	TINAGL1
ENST00000403528	HCRTR1
ENST00000373706	HCRTR1
ENST00000373705	HCRTR1
ENST00000373703	PEF1
ENST00000373672	COL16A1
ENST00000373668	COL16A1
ENST00000398556	ADGRB2
ENST00000398547	ADGRB2
ENST00000373655	ADGRB2
ENST00000398542	ADGRB2
ENST00000373658	ADGRB2
ENST00000527361	ADGRB2
ENST00000398538	ADGRB2
ENST00000581063	MIR4254
ENST00000257100	SPOCD1
ENST00000360482	SPOCD1
ENST00000533231	SPOCD1
ENST00000453837	AL354919.1
ENST00000602889	AL136115.2
ENST00000602725	PTP4A2
ENST00000457805	PTP4A2
ENST00000470404	PTP4A2
ENST00000627328	PTP4A2
ENST00000626355	PTP4A2
ENST00000391369	AL136115.1
ENST00000447478	AL136115.1
ENST00000641788	AL136115.3
ENST00000327300	KHDRBS1
ENST00000492989	KHDRBS1
ENST00000336294	TMEM39B
ENST00000577515	MIR5585
ENST00000373625	KPNA6
ENST00000373610	TXLNA
ENST00000373609	TXLNA
ENST00000373602	CCDC28B
ENST00000421922	CCDC28B
ENST00000291358	IQCC
ENST00000537469	IQCC
ENST00000409358	DCDC2B
ENST00000309777	TMEM234
ENST00000373593	TMEM234
ENST00000344461	TMEM234
ENST00000373586	EIF3I
ENST00000426597	MTMR9LP
ENST00000373582	FAM167B
ENST00000373564	LCK
ENST00000336890	LCK
ENST00000619559	LCK
ENST00000333070	LCK
ENST00000373548	HDAC1
ENST00000329421	MARCKSL1
ENST00000448134	AL109945.1
ENST00000373534	TSSK3
ENST00000432622	FAM229A
ENST00000455895	BSDC1
ENST00000341071	BSDC1
ENST00000526031	BSDC1
ENST00000419121	BSDC1
ENST00000446293	BSDC1
ENST00000444107	GAPDHP20
ENST00000604085	AL356986.1
ENST00000454917	LRRC37A12P
ENST00000480336	AL033529.1
ENST00000609129	ZBTB8B
ENST00000373510	ZBTB8A
ENST00000316459	ZBTB8A
ENST00000341885	ZBTB8OS
ENST00000468695	ZBTB8OS
ENST00000373501	ZBTB8OS
ENST00000465588	ZBTB8OS
ENST00000414241	RBBP4
ENST00000373493	RBBP4
ENST00000373485	RBBP4
ENST00000458695	RBBP4
ENST00000409190	SYNC
ENST00000373484	SYNC
ENST00000401073	KIAA1522
ENST00000373481	KIAA1522
ENST00000294521	KIAA1522
ENST00000373480	KIAA1522
ENST00000373477	YARS
ENST00000616261	YARS
ENST00000373476	S100PBP
ENST00000373475	S100PBP
ENST00000373471	FNDC5
ENST00000640867	FNDC5
ENST00000496770	FNDC5
ENST00000373467	HPCA
ENST00000373463	TMEM54
ENST00000329151	TMEM54
ENST00000408496	AL031602.1
ENST00000373456	RNF19B
ENST00000356990	RNF19B
ENST00000235150	RNF19B
ENST00000594612	FKSG48
ENST00000401937	AL355864.1
ENST00000447420	AL355864.2
ENST00000629371	AK2
ENST00000373449	AK2
ENST00000548033	AK2
ENST00000467905	AK2
ENST00000480134	AK2
ENST00000354858	AK2
ENST00000487289	AK2
ENST00000626911	AK2
ENST00000294517	AZIN2
ENST00000373443	AZIN2
ENST00000373440	AZIN2
ENST00000373441	AZIN2
ENST00000291416	TRIM62
ENST00000543586	TRIM62
ENST00000641271	AL662907.3
ENST00000539719	ZNF362
ENST00000373428	ZNF362
ENST00000602618	AL513327.3
ENST00000442999	A3GALT2
ENST00000431992	PHC2
ENST00000373418	PHC2
ENST00000373422	PHC2
ENST00000257118	PHC2
ENST00000583214	MIR3605
ENST00000408298	AL138837.1
ENST00000361328	ZSCAN20
ENST00000373413	ZSCAN20
ENST00000424879	AC115285.1
ENST00000373381	CSMD2
ENST00000373388	CSMD2
ENST00000619121	CSMD2
ENST00000373380	CSMD2
ENST00000373377	CSMD2
ENST00000338325	CSMD2
ENST00000432666	HSPD1P14
ENST00000519684	HMGB4
ENST00000522796	HMGB4
ENST00000373374	C1orf94
ENST00000488417	C1orf94
ENST00000408126	AC115286.1
ENST00000604298	AC115286.1
ENST00000385206	MIR552
ENST00000521580	SMIM12
ENST00000446026	SMIM12
ENST00000456842	SMIM12
ENST00000423898	SMIM12
ENST00000417239	SMIM12
ENST00000338513	GJB5
ENST00000339480	GJB4
ENST00000401343	AL121988.1
ENST00000373366	GJB3
ENST00000373362	GJB3
ENST00000342280	GJA4
ENST00000235180	DLGAP3
ENST00000373347	DLGAP3
ENST00000487874	AC114490.2
ENST00000373337	TMEM35B
ENST00000357182	ZMYM6
ENST00000317538	ZMYM6
ENST00000373333	ZMYM6
ENST00000428087	RPL12P45
ENST00000611874	ZMYM1
ENST00000359858	ZMYM1
ENST00000373330	ZMYM1
ENST00000442409	EFCAB14P1
ENST00000641402	AL590434.1
ENST00000357214	SFPQ
ENST00000314607	ZMYM4
ENST00000434805	RPL5P4
ENST00000325722	KIAA0319L
ENST00000373266	KIAA0319L
ENST00000442276	AC004865.1
ENST00000373253	NCDN
ENST00000356090	NCDN
ENST00000373243	NCDN
ENST00000373235	TFAP2E
ENST00000621781	PSMB2
ENST00000373237	PSMB2
ENST00000270815	C1orf216
ENST00000251195	CLSPN
ENST00000318121	CLSPN
ENST00000373220	CLSPN
ENST00000520551	CLSPN
ENST00000373210	AGO4
ENST00000373206	AGO1
ENST00000373204	AGO1
ENST00000604465	AL139286.1
ENST00000606838	AL139286.2
ENST00000324350	AGO3
ENST00000373191	AGO3
ENST00000397828	AGO3
ENST00000246314	AGO3
ENST00000437804	AL138787.1
ENST00000207457	TEKT2
ENST00000373178	ADPRHL2
ENST00000397799	COL8A2
ENST00000303143	COL8A2
ENST00000481785	COL8A2
ENST00000616074	TRAPPC3
ENST00000616395	TRAPPC3
ENST00000617904	TRAPPC3
ENST00000373166	TRAPPC3
ENST00000373163	TRAPPC3
ENST00000373162	TRAPPC3
ENST00000373159	TRAPPC3
ENST00000316156	MAP7D1
ENST00000373150	MAP7D1
ENST00000373151	MAP7D1
ENST00000354618	THRAP3
ENST00000469141	THRAP3
ENST00000447495	UBE2V2P4
ENST00000505871	SH3D21
ENST00000270824	EVA1B
ENST00000359297	STK40
ENST00000373129	STK40
ENST00000373130	STK40
ENST00000373132	STK40
ENST00000315732	LSM10
ENST00000235532	OSCP1
ENST00000356637	OSCP1
ENST00000433045	OSCP1
ENST00000354267	OSCP1
ENST00000373116	MRPS15
ENST00000373106	CSF3R
ENST00000373104	CSF3R
ENST00000373103	CSF3R
ENST00000361632	CSF3R
ENST00000331941	CSF3R
ENST00000453860	FTLP18
ENST00000641463	AL596257.1
ENST00000642109	AC117945.2
ENST00000373091	GRIK3
ENST00000373093	GRIK3
ENST00000642067	AL031430.1
ENST00000579351	MIR4255
ENST00000413901	AL353604.1
ENST00000438196	RPS29P6
ENST00000373087	ZC3H12A
ENST00000373075	MEAF6
ENST00000296214	MEAF6
ENST00000373074	MEAF6
ENST00000373073	MEAF6
ENST00000448519	MEAF6
ENST00000580821	MIR5581
ENST00000296215	SNIP1
ENST00000437933	FTH1P1
ENST00000423216	AL034379.1
ENST00000296218	DNALI1
ENST00000373062	GNL2
ENST00000615459	RSPO1
ENST00000612451	RSPO1
ENST00000356545	RSPO1
ENST00000401068	RSPO1
ENST00000358011	C1orf109
ENST00000464085	C1orf109
ENST00000373055	CDCA8
ENST00000327331	CDCA8
ENST00000427468	EPHA10
ENST00000373048	EPHA10
ENST00000540011	EPHA10
ENST00000319637	EPHA10
ENST00000473049	ACTN4P2
ENST00000417484	AL929472.1
ENST00000373045	MANEAL
ENST00000397631	MANEAL
ENST00000525897	MANEAL
ENST00000329006	MANEAL
ENST00000373044	YRDC
ENST00000373043	C1orf122
ENST00000468084	C1orf122
ENST00000373042	C1orf122
ENST00000373036	MTF1
ENST00000448796	AL929472.1
ENST00000447422	AL929472.4
ENST00000373027	INPP5B
ENST00000458109	INPP5B
ENST00000373023	INPP5B
ENST00000373026	INPP5B
ENST00000373024	INPP5B
ENST00000373021	INPP5B
ENST00000373019	SF3A3
ENST00000373016	FHL3
ENST00000373014	UTP11
ENST00000373012	POU3F1
ENST00000428151	AL139158.2
ENST00000424719	AL139158.1
ENST00000582606	MIR3659
ENST00000641212	AL139158.3
ENST00000431311	LINC01343
ENST00000611376	AL513479.1
ENST00000634464	LINC01685
ENST00000442006	AL354702.1
ENST00000641481	AL354702.2
ENST00000641963	AL354702.2
ENST00000373001	RRAGC
ENST00000397572	MYCBP
ENST00000494695	MYCBP
ENST00000621281	AL139260.3
ENST00000360786	GJA9
ENST00000357771	GJA9
ENST00000372990	RHBDL2
ENST00000289248	RHBDL2
ENST00000540558	RHBDL2
ENST00000428233	EIF1P2
ENST00000432648	AKIRIN1
ENST00000446189	AKIRIN1
ENST00000372984	AKIRIN1
ENST00000372969	NDUFS5
ENST00000372967	NDUFS5
ENST00000484793	MACF1
ENST00000602421	MACF1
ENST00000567887	MACF1
ENST00000372915	MACF1
ENST00000361689	MACF1
ENST00000564288	MACF1
ENST00000289893	MACF1
ENST00000641012	MACF1
ENST00000406997	HSPE1P8
ENST00000331593	BMP8A
ENST00000447263	OXCT2P1
ENST00000427240	PPIEL
ENST00000372862	PABPC4
ENST00000372858	PABPC4
ENST00000372857	PABPC4
ENST00000372856	PABPC4
ENST00000372852	HEYL
ENST00000235628	NT5C1A
ENST00000612703	HPCAL4
ENST00000617690	HPCAL4
ENST00000372844	HPCAL4
ENST00000324379	PPIE
ENST00000356511	PPIE
ENST00000470213	PPIE
ENST00000372830	PPIE
ENST00000497982	AL035404.1
ENST00000372827	BMP8B
ENST00000327582	OXCT2
ENST00000446772	AL033527.1
ENST00000641382	AL033527.5
ENST00000641632	AL033527.5
ENST00000641026	AL033527.4
ENST00000537440	TRIT1
ENST00000441669	TRIT1
ENST00000316891	TRIT1
ENST00000372818	TRIT1
ENST00000541099	TRIT1
ENST00000397332	MYCL
ENST00000372816	MYCL
ENST00000372815	MYCL
ENST00000420632	MFSD2A
ENST00000372811	MFSD2A
ENST00000372809	MFSD2A
ENST00000438210	AL663070.1
ENST00000372797	CAP1
ENST00000372802	CAP1
ENST00000372792	CAP1
ENST00000372798	CAP1
ENST00000340450	CAP1
ENST00000372805	CAP1
ENST00000642050	PPT1
ENST00000641471	PPT1
ENST00000530076	PPT1
ENST00000433473	PPT1
ENST00000641319	PPT1
ENST00000439754	PPT1
ENST00000449045	PPT1
ENST00000430724	AL512599.1
ENST00000372771	RLF
ENST00000372766	TMCO2
ENST00000372759	ZMPSTE24
ENST00000447743	AL050341.1
ENST00000372748	COL9A2
ENST00000600955	AL031985.2
ENST00000614549	SMAP2
ENST00000539317	SMAP2
ENST00000392713	AL031985.1
ENST00000642138	AL031985.4
ENST00000484445	ZFP69B
ENST00000411995	ZFP69B
ENST00000361584	ZFP69B
ENST00000372706	ZFP69
ENST00000372705	ZFP69
ENST00000358527	EXO5
ENST00000372703	EXO5
ENST00000296380	EXO5
ENST00000372699	ZNF684
ENST00000372697	ZNF684
ENST00000372696	ZNF684
ENST00000414105	AL356379.1
ENST00000445825	GTF2F2P2
ENST00000372684	RIMS3
ENST00000372683	RIMS3
ENST00000440100	AL031289.1
ENST00000427410	NFYC
ENST00000447388	NFYC
ENST00000425457	NFYC
ENST00000456393	NFYC
ENST00000372654	NFYC
ENST00000372653	NFYC
ENST00000372652	NFYC
ENST00000372651	NFYC
ENST00000440226	NFYC
ENST00000308733	NFYC
ENST00000362104	MIR30E
ENST00000385227	MIR30C1
ENST00000347132	KCNQ4
ENST00000509682	KCNQ4
ENST00000372638	CITED4
ENST00000413739	AL391730.1
ENST00000437166	UBE2V1P8
ENST00000372621	CTPS1
ENST00000372616	CTPS1
ENST00000302946	SLFNL1
ENST00000372613	SLFNL1
ENST00000439569	SLFNL1
ENST00000372611	SLFNL1
ENST00000359345	SLFNL1
ENST00000397174	SCMH1
ENST00000402904	SCMH1
ENST00000397171	SCMH1
ENST00000361191	SCMH1
ENST00000361705	SCMH1
ENST00000326197	SCMH1
ENST00000372595	SCMH1
ENST00000337495	SCMH1
ENST00000372597	SCMH1
ENST00000372596	SCMH1
ENST00000456518	SCMH1
ENST00000401064	RPL23AP17
ENST00000425554	AC093151.3
ENST00000445073	AC093151.3
ENST00000422305	AC093151.3
ENST00000427711	AC093151.1
ENST00000641094	FOXO6
ENST00000372587	EDN2
ENST00000372583	HIVEP3
ENST00000372584	HIVEP3
ENST00000434240	AL445933.1
ENST00000390764	AL451006.1
ENST00000391730	HNRNPFP1
ENST00000434936	AC114492.1
ENST00000372581	GUCA2B
ENST00000357001	GUCA2A
ENST00000372571	FOXJ3
ENST00000372572	FOXJ3
ENST00000372573	FOXJ3
ENST00000545068	FOXJ3
ENST00000361776	FOXJ3
ENST00000361346	FOXJ3
ENST00000431473	RIMKLA
ENST00000411908	AL513331.1
ENST00000372565	ZMYND12
ENST00000372562	PPCS
ENST00000372560	PPCS
