tadIndex	chromosomeIndex	startPos	endPos	cytobandIndices	geneIndices
204	1	184720000	185715000	49	116406;116668;116679;121481;121486;135842;143341;213051;228309;231084;232792;233583;238061;260976;261024;261729;270920;273004
205	1	185640000	186390000	49;50	47410;116690;143341;157181;262180;268662
206	1	186320000	187015000	50	47410;73756;116703;116711;157181;228238;233196;262180;268662;273129;273198
207	1	186960000	189160000	50	150732;223847;224278;225006;225462;226196;226486;230426;231022;231599;235083;236030;236401;237283;238054;261182;271036;271558;272827;274702
208	1	188885000	189880000	50	226196;226486;232212;238270;271036
209	1	189720000	190480000	50	162670;230987;232212;237457;238270;241505
210	1	190400000	192440000	50;51	150681;162670;223344;226723;228020;228215;231175;233882;236025;236792;237457;238108;241505;253148;261642;271187
211	1	192400000	193120000	51	23572;90104;116741;116747;116750;127074;134371;221145;221680;226814;228687;231767;234473;234871;236069
212	1	193080000	194440000	51;52	134371;162630;221680;226640;227240;231714;232077;233057;237011;237213
213	1	194320000	194960000	52	228167;231714
214	1	194880000	195280000	52	265108
215	1	195240000	196080000	52	227421
216	1	195960000	196760000	52	971;116785;162687;227421;265986
217	1	196680000	197940000	52	971;66279;80910;116785;134365;134376;134389;143278;143355;177888;203724;213046;213047;221879;233040;235582;235748;237861;244414;273844;276911
218	1	197880000	198700000	52	81237;143355;151414;151418;223881;232824;236278
219	1	198640000	199615000	52;53	81237;207759;207975;225172;227747;228190;229989;231718;233410;235492;236278;236468;239006;263805
220	1	199560000	199960000	53	228530;229747;231984;263805
221	1	199810000	200565000	53	116833;118193;162702;203721;213045;221403;228530;229220;229747;230623;233827;273093;282849
222	1	200520000	201440000	53	81248;81277;116852;116857;118193;118194;118197;118200;159166;159173;163362;163395;170128;174307;227048;231333;232237;233217;260088
223	1	201360000	202160000	53	134369;134375;143851;143862;159166;159173;159176;163431;163435;170075;174307;176393;198700;198892;221028;223396;227048;227109;232296;235811;238003;243323;264802
224	1	202110000	202720000	53	77152;77157;117139;133067;143851;143858;143862;225620;229120;232626;236439;243323
225	1	202660000	203015000	53	117139;117153;143847;143858;159346;159348;163444;183155;184774;214796;226148;230280;231547;234761;234996;235449
226	1	202960000	203225000	53	122180;133048;133055;133063;143847;163444;163485;231547;236523
227	1	203185000	203450000	53	122176;133063;159388;188783;229652;231507;233791;236523;271588
228	1	203410000	203840000	53	58668;58673;122188;182004;188770;188783;223505;227417;236035;257315
229	1	203785000	204100000	53	58673;143842;176754;182004;211554;223505;232917;236430;237379;257315
230	1	204060000	204540000	53	133056;143839;143842;143845;143850;158615;170498;174567;198625;219133;225522;236779;237848;280924
231	1	204480000	206360000	53	69275;117222;117266;117280;133059;133065;133069;158711;158715;162873;162877;163531;163545;170382;174502;174514;174529;184144;186007;196188;196550;198049;198625;199059;213041;224717;225483;228153;229657;235363;236108;236779;236889;236942;240219;251696;252731;263961;268313;271580;281406
232	1	206310000	207215000	53;54	123836;136634;142224;143479;143486;162889;162891;162892;162894;162896;162897;163486;182795;196188;224114;226945;229509;234981;261000;263528;266094;271680
233	1	207160000	208000000	53;54	117322;117335;123836;123838;123843;180667;182795;196352;197721;203709;203710;224462;226289;226565;232621;234219;237074;243636;244703;253044;274245;283044
234	1	207925000	208480000	54	76356;117335;174059;203709;226843;234219;284237
235	1	208425000	210000000	54	8118;9790;117594;117595;123689;162757;196878;224260;224540;225712;226843;227887;227940;228081;230937;231648;232537;232812;236136;236950;259815;261453;264831;278684
236	1	209920000	210560000	54	9790;54392;82497;117595;117597;143469;162757;228110;233455
237	1	210500000	211465000	54	54392;117625;143473;221488;224668;226986;234004;270936;283952;284299
238	1	211400000	212200000	54;55	82512;117625;117650;123684;143493;153363;170385;198570;222080;223649;224763;226868;227764;228792;233626;236809;238137
239	1	212160000	213240000	55	65600;66027;117691;117697;123685;136643;143476;143493;143494;162769;162771;162772;174606;185523;198468;203705;220749;224535;225338;226036;226251;228067;229983;235182;236317;236905;237980;260805;264358;282718
240	1	213200000	214840000	55;56	117707;117724;136643;143499;152104;213036;215819;221026;224584;225233;228255;228646;250536;281664;283518
241	1	214800000	215840000	56	42781;82482;117724;136636;185221;223869;232809;282265
242	1	215800000	216920000	56	42781;196482;226013
243	1	216840000	218440000	56	92978;162814;196482;228247;230714;231814;232100
244	1	218400000	220320000	56	67533;67704;92969;136628;143353;162813;196660;207590;207624;215817;223375;223842;225561;225920;226693;228208;228536;229016;232134;238232;252240;277007
245	1	220240000	221000000	56	67704;116141;117791;118873;162813;162817;186205;207590;207624;213033;218283;221571;224867;226226;226927;230318;231529;232134;232883;233012;234863;235163;260505;270585;270708
246	1	220935000	221640000	56	117791;136630;186205;221571;226211;234754;238078;272823
247	1	221560000	222880000	56	143498;143507;143512;154305;186063;212094;226643;227585;227613;227925;228437;229399;232436;232679;234419;236230;238042;276997
248	1	222825000	224080000	56	143502;143514;154305;154309;162819;162909;178395;186063;187554;188460;197520;203697;226601;227002;227621;228106;234523;236846;278610
249	1	223880000	225600000	56;57;58	143514;143748;143753;143756;143771;143786;143815;162909;162923;185495;185842;188460;221406;227621;229742;229930;229991;233771;234247;236773;251933;266618;269358;272645;278467
250	1	225560000	226600000	58	143742;143751;143768;143799;143811;143815;143819;154380;163041;182827;183814;185155;185842;196187;203691;213032;223570;225518;234112;236994;243709;255835;270287;270598;275406;282418
251	1	226520000	227200000	58;59	143772;143776;143799;143801;163050;177770;203685;228525;229965;238183;270287;275406
252	1	227120000	227680000	59	143776;163050;224834;228525;228729;232864;234277;236636;237193;242757;278180
253	1	227610000	228280000	59	81692;143740;143761;143816;154342;181450;185888;215812;224834;225934;227711;233003;234277;235827;237193;237469;242757;264483;265216;274886;276255;278180
254	1	228200000	228760000	59	143761;143774;143793;154342;154358;154370;162910;162913;162931;168148;168159;181218;181873;196890;198835;203684;215811;224566;227625;230841;264944;266174;270104;276255
255	1	228720000	229400000	59	116574;177800;183929;229840;234975;236975;271399;271475;282111
256	1	229360000	229690000	59	69248;135776;143632;154429;168118;177800;213029;230331
257	1	229640000	230760000	59;60	69248;135763;135776;135801;143641;177614;211525;213028;225984;227043;228058;229367;232964;235817;282564
258	1	230680000	231450000	59;60	116906;119280;119283;135744;135773;135775;143633;143643;173409;182118;221290;225656;227934;229595;232964;235710;235817;252131
259	1	231400000	231800000	60	10072;116903;116906;116918;135766;162946;223982;270106
260	1	231760000	232775000	60	116991;162946;224436;235152;236372;270106
261	1	232720000	233450000	60	135749;135778;212916;225919;231940;232175;236497;251508
262	1	233400000	234540000	60	59588;135749;135750;143674;168275;183780;225486;231940;232166;235605;236101;251508;264377;265744
263	1	234460000	235320000	60;61	54267;59588;168264;168275;173726;183780;188739;224939;227630;228044;230404;230628;231768;233018;235605;237520;238005;241475;258082;272362;273416;279261;282097
264	1	235275000	235720000	61	54267;116957;152904;162885;168243;173726;188739;226663;227962;229795;230026;231199;231582;232714;235638;235761;236863;238236;263439
265	1	235675000	236240000	61	116962;143669;168243;222831;226663;227236;229291;231199;231582;232714;235638;235674;235761;237845;238236;270710
266	1	236160000	236760000	61;62	77585;86619;116962;116977;119285;186197;235371;237922;244457
267	1	236710000	237840000	62	77522;116977;116984;119285;198626;226498;237991;244020;266262
268	1	237760000	239600000	62	116996;133019;198626;215149;215808;224783;225723;227854;227860;230019;231877;232154;232989;234464;243781;259776;270188;283166;283174;283377
269	1	239280000	240240000	62	133019;155816;215805;217327;231979;259776
270	1	240160000	241690000	62	91483;155816;180875;182901;215802;217327;223694;223963;224348;225554;226014;228818;228844;230015;233615;234872;238085;265831;268365
271	1	241635000	242120000	62	54277;91483;117009;162843;174371;203668;229022;235990
272	1	242040000	243280000	62	174371;180287;196289;197769;213026;213690;214837;215800;224625;226750;230199;231512;234116;235467;235990;253326;264972;270818;270859;277099;277704;278455
273	1	243200000	244760000	62;63	35687;54282;117020;143702;173728;179397;179456;214837;224727;225401;226766;226828;229960;231512;237759;238952;253326;265201;268146;269795;278455
274	1	244680000	246200000	63	121644;153187;162849;179397;185420;203666;203667;221165;223353;227735;232059;232793;238952;273175;282317;284188
275	1	246160000	247080000	63	143653;153207;162851;162852;185420;223519;225222;227728;228879;228955;229112;230813;235021;235386;242042;260698;260855
276	1	246960000	248925000	63	135747;153207;153230;162711;162714;162722;162727;169214;169224;171180;175143;177151;177174;177186;177201;177212;177233;177275;177462;177476;177489;177535;182783;183310;184022;187080;187701;188295;188558;189181;196071;196240;196242;196418;196539;196772;196944;197067;197437;197454;197472;197591;197617;198104;198128;198452;198601;203661;203663;203664;214144;215795;215796;221888;221953;223519;224014;224227;224830;226164;226191;227102;227152;227671;228198;228336;228982;229255;229703;230411;230576;232215;232347;232908;235386;235818;236775;237492;238243;239395;241128;242529;259823;259865;263568;271701;271934;276520;277462;279263;279301
277	1	248885000	249250621	63	171161;171163;175137;185220;229663;233084;242529;259823;264500
278	1	249210621	249250621	63	185220;233084
279	2	1	680000	64	35115;143727;151353;184731;189292;223985;225942;226277;233633;233684;235779;236856
280	2	640000	1880000	64	115705;130508;151353;172554;186487;203635;223751;227713;228799;231173;231482;237667;272342;283766
281	2	1825000	2600000	64	186487
282	2	2480000	3765000	64	32389;118004;151360;171853;171863;171865;182551;188765;214866;226649;227364;228391;232718;234423;234929;236760;237720;242282;255767;263570;271868
283	2	3720000	4960000	64;65	151360;214866;215960;229550;231532;231821;232718;237401
284	2	4880000	5800000	65	228585;232835
285	2	5480000	7025000	65	134321;134326;176887;205837;226488;227007;231610;232835;234275;236106;236172;237266
286	2	6960000	9280000	65;66	115738;134313;134321;134326;143797;151692;213774;223640;225642;226506;229405;229740;230515;230886;231083;231435;232979;235576;235665;236008;236790;244310;261104;271947;272002
287	2	9160000	9625000	66	119185;119203;134330;151693;213772;223640;240980;244310;261104
288	2	9560000	10240000	66	115750;119185;119203;134308;134317;134330;151694;172059;205795;233502;240687;240960;243491;244260;260077;260476;269973;271855
289	2	10200000	10880000	66	115756;115758;115761;143882;163009;171848;205795;217258;233502;236162;243819;257135;265418;284681
290	2	10840000	11315000	66	143870;143882;145063;150873;162975;162976;226080;232056;236162;270488;271952;272275
291	2	11240000	11825000	66	134318;134324;145063;150873;162976;169006;169016;196208;224177;226080;226961;230044;230154;230952;231403;264010;265583;269074;276411
292	2	11760000	13200000	66;67	71575;134324;169006;196208;223360;224184;230044;261117;264089;264370;265056;265172;276411
293	2	13160000	15320000	67	151779;162981;227718;228505;229370;230448;235127;265629
294	2	15240000	15760000	67	79785;151779;229087
295	2	15720000	16800000	67;68	79785;134323;197872;214657;223850;224400;226041;226764;228876;231031;231266;232444;236289;236989;237326;271315
296	2	16720000	17920000	68	163029;163032;197872;214842;214843;223536;224604;236348;237670
297	2	17875000	18560000	68	151379;163029;170745;178295
298	2	18510000	20160000	68;69	118965;143867;170745;183891;185013;213403;224626;228784;234597;235911;236204;237992;240857;250741;260331;266738;271991
299	2	20080000	20560000	69	55917;68697;115884;118965;132031;183891;213729;223734;228784;234378;235411;252216;271991
300	2	20510000	20890000	69	55917;118960;118961;143869;143878;227047;228950;233416;252216;269976;270100
301	2	20840000	22560000	69	84674;118960;118961;143869;218819;223691;228538;228999;229621;231200;231204;233005;234189;235537;236436;261012;270100;270654;271629
302	2	22480000	24040000	69;70	119771;119778;223530;223634;231200;232451;233587;233714;234189;234207;235497;283031
303	2	24000000	24320000	70	115128;115129;119778;119782;163026;173960;205639;219626;224464;234946;238111
304	2	24280000	24625000	70	115128;115129;119782;176732;186453;198399;205639;219626;232963;233747;276087
305	2	24560000	25450000	70	84676;84710;115137;115138;138031;138092;184924;198399;229593;237953
306	2	25400000	26440000	70	84731;84733;84754;119772;138101;143970;157833;187536;214465;217643;217718;218682;221445;222070;227133;231655;235072;235440;237629;237951;268412
307	2	26360000	27680000	70	84693;84733;84754;84764;84774;115155;115163;115194;115204;115207;115211;115216;115234;115241;119777;138002;138018;138028;138029;138030;138073;138074;138080;138085;138100;143994;145835;157833;157851;157856;157884;157992;163792;163793;163794;163795;171303;173557;173567;186143;213453;213699;214465;225024;227133;228474;231655;235267;236099;237951
308	2	27600000	28800000	70;71	75426;84734;115216;115226;115234;115241;119760;138002;157992;158019;163795;163798;163803;171174;176714;198522;205334;213453;221531;221843;225991;227938;235267;242915;243147;243943;265321;268656;270210;270528;270846
309	2	28720000	29425000	71	115295;163803;163806;163811;171094;171103;179270;189350;213639;263957;273233
310	2	29385000	30360000	71;72	115295;171094;221383;225943;266310
